zipcode,rate
31534,235.65
31533,235.65
31567,235.65
31552,235.65
31624,235.65
31642,235.65
31650,235.65
31798,235.65
31554,235.65
31519,235.65
31532,235.65
31778,196.64
31637,196.64
31722,196.64
31744,196.64
31747,196.64
31738,196.64
31765,196.64
31753,196.64
31756,196.64
31771,196.64
31768,196.64
31773,196.64
31775,196.64
31776,196.64
31784,196.64
31788,196.64
30917,184.97
30909,184.97
30809,184.97
30802,184.97
30824,184.97
30907,184.97
30813,184.97
30814,184.97
31620,196.64
31627,196.64
31632,196.64
31637,196.64
31647,196.64
30275,195.66
30289,195.66
30268,195.66
30263,195.66
30265,195.66
30264,195.66
30220,195.66
30276,195.66
30229,195.66
30230,195.66
30277,195.66
30271,195.66
30259,195.66
31008,221.63
31078,221.63
31016,221.63
31066,221.63
31050,221.63
31030,221.63
31052,221.63
31092,166.13
31072,166.13
31010,166.13
31712,166.13
31796,166.13
31015,166.13
30731,209.35
30757,209.35
30750,209.35
30738,209.35
30752,209.35
35958,209.35
30028,235.92
30148,235.92
30143,235.92
30533,235.92
30534,235.92
30536,235.92
39852,196.64
39825,196.64
39819,196.64
39818,196.64
39828,196.64
39834,196.64
39837,196.64
31730,196.64
39817,196.64
39815,196.64
30359,195.66
30084,195.66
30288,195.66
30094,195.66
30360,195.66
30294,195.66
30366,195.66
30037,195.66
30307,195.66
30333,195.66
30340,195.66
30317,195.66
30306,195.66
31107,195.66
31119,195.66
31141,195.66
31145,195.66
31146,195.66
30362,195.66
30338,195.66
30341,195.66
30079,195.66
30328,195.66
30036,195.66
30031,195.66
30035,195.66
30030,195.66
30032,195.66
30346,195.66
30034,195.66
30033,195.66
30083,195.66
30315,195.66
30345,195.66
30316,195.66
30012,195.66
39901,195.66
30350,195.66
30038,195.66
30319,195.66
30058,195.66
30088,195.66
30074,195.66
30039,195.66
30072,195.66
30324,195.66
30021,195.66
30322,195.66
30087,195.66
30086,195.66
30085,195.66
30002,195.66
30356,195.66
30329,195.66
31011,221.63
31009,221.63
31037,221.63
31060,221.63
31036,221.63
31077,221.63
31012,221.63
31014,221.63
31022,221.63
31023,221.63
31092,221.63
31063,221.63
31036,221.63
31007,221.63
31015,221.63
31051,221.63
31091,221.63
31070,221.63
31701,166.13
31705,166.13
31704,166.13
31703,166.13
31702,166.13
31706,166.13
31707,166.13
31708,166.13
31721,166.13
31763,166.13
31782,166.13
31791,166.13
30127,195.66
30185,195.66
30168,195.66
30180,195.66
30135,195.66
30187,195.66
30134,195.66
30133,195.66
30154,195.66
30122,195.66
30106,195.66
39823,196.64
39861,196.64
39837,196.64
39832,196.64
39841,196.64
39813,196.64
39845,196.64
39824,196.64
31606,196.64
31636,196.64
31631,196.64
31630,196.64
31648,196.64
31649,196.64
31318,231.59
31303,231.59
31302,231.59
31307,231.59
31312,231.59
30446,231.59
31329,231.59
31407,231.59
31326,231.59
30662,184.97
30624,184.97
30634,184.97
30635,184.97
30471,184.97
30441,184.97
30448,184.97
30447,184.97
30450,184.97
30425,184.97
30439,184.97
31002,184.97
30474,184.97
30436,184.97
31049,184.97
30457,184.97
30464,184.97
30401,184.97
30423,231.59
30458,231.59
30452,231.59
30427,231.59
30417,231.59
30414,231.59
30429,231.59
30420,231.59
30522,214.34
30541,214.34
30555,214.34
30560,214.34
30559,214.34
30572,214.34
30513,214.34
30512,214.34
30290,195.66
30269,195.66
31169,195.66
30205,195.66
30214,195.66
30215,195.66
30276,195.66
30238,195.66
30270,195.66
30125,248.03
30129,248.03
30161,248.03
30147,248.03
30145,248.03
30163,248.03
30701,248.03
30162,248.03
30165,248.03
30164,248.03
30172,248.03
30149,248.03
30173,248.03
30103,248.03
30124,248.03
30005,248.03
30733,248.03
30104,248.03
30105,248.03
30028,195.66
30097,195.66
30534,195.66
30506,195.66
30040,195.66
30041,195.66
30004,195.66
30005,195.66
30107,195.66
30024,195.66
30662,235.92
30520,235.92
30577,235.92
30538,235.92
30553,235.92
30557,235.92
30633,235.92
30521,235.92
30530,235.92
30639,235.92
30516,235.92
30358,195.66
30268,195.66
30355,195.66
30291,195.66
30092,195.66
30396,195.66
30368,195.66
30353,195.66
30332,195.66
30097,195.66
30296,195.66
30328,195.66
30307,195.66
30098,195.66
30334,195.66
30302,195.66
30301,195.66
31106,195.66
31136,195.66
30336,195.66
30306,195.66
30350,195.66
30303,195.66
30304,195.66
31131,195.66
31126,195.66
30305,195.66
31107,195.66
31139,195.66
31150,195.66
31193,195.66
30364,195.66
31192,195.66
31156,195.66
30363,195.66
30337,195.66
30348,195.66
31196,195.66
30339,195.66
31195,195.66
30361,195.66
30338,195.66
30327,195.66
30213,195.66
30214,195.66
30312,195.66
30308,195.66
30310,195.66
30309,195.66
30344,195.66
30354,195.66
30326,195.66
30009,195.66
30380,195.66
30311,195.66
30342,195.66
30392,195.66
30378,195.66
30325,195.66
30369,195.66
30343,195.66
30394,195.66
30324,195.66
30316,195.66
30313,195.66
30314,195.66
30375,195.66
30374,195.66
30371,195.66
30370,195.66
30315,195.66
30377,195.66
30357,195.66
30317,195.66
30331,195.66
30384,195.66
30388,195.66
30318,195.66
30005,195.66
30024,195.66
30329,195.66
30272,195.66
30076,195.66
30077,195.66
30004,195.66
30023,195.66
30321,195.66
30075,195.66
30022,195.66
30398,195.66
30385,195.66
30319,195.66
30349,195.66
30320,195.66
30540,248.03
30534,248.03
30539,248.03
30536,248.03
30513,248.03
30175,248.03
30522,248.03
30820,184.97
30810,184.97
30823,184.97
30828,184.97
30803,184.97
31566,165.50
31561,165.50
31521,165.50
31520,165.50
31527,165.50
31543,165.50
31525,165.50
31524,165.50
31523,165.50
31522,165.50
30701,248.03
30703,248.03
30103,248.03
30171,248.03
30139,248.03
30733,248.03
30732,248.03
30734,248.03
30746,248.03
30735,248.03
39827,196.64
39828,196.64
39897,196.64
39829,196.64
31779,196.64
31730,196.64
31773,196.64
31792,196.64
30631,184.97
30669,184.97
30665,184.97
30678,184.97
30642,184.97
30677,184.97
30650,184.97
30340,195.66
30091,195.66
30620,195.66
30360,195.66
30517,195.66
30518,195.66
30078,195.66
30045,195.66
30096,195.66
30092,195.66
30093,195.66
30095,195.66
30099,195.66
30097,195.66
30548,195.66
30026,195.66
30052,195.66
30011,195.66
30029,195.66
30010,195.66
30042,195.66
30012,195.66
30044,195.66
30043,195.66
30049,195.66
30024,195.66
30515,195.66
30048,195.66
30058,195.66
30087,195.66
30017,195.66
30047,195.66
30071,195.66
30019,195.66
30084,195.66
30003,195.66
30046,195.66
30519,195.66
30039,195.66
30531,235.92
30523,235.92
30535,235.92
30563,235.92
30571,235.92
30510,235.92
30577,235.92
30511,235.92
30580,235.92
30531,235.92
30527,235.92
30566,235.92
30533,235.92
30548,235.92
30542,235.92
30543,235.92
30554,235.92
30564,235.92
30517,235.92
30567,235.92
30504,235.92
30502,235.92
30501,235.92
30503,235.92
30575,235.92
30510,235.92
30519,235.92
30507,235.92
30506,235.92
30518,235.92
30820,195.84
31045,195.84
31061,195.84
30678,195.84
31087,195.84
31082,195.84
30140,166.13
30176,166.13
30125,166.13
30276,166.13
30179,166.13
30113,166.13
30182,166.13
30153,166.13
30110,166.13
30108,166.13
31820,237.91
31808,237.91
31811,237.91
31823,237.91
31822,237.91
31833,237.91
31830,237.91
31831,237.91
31829,237.91
31804,237.91
31826,237.91
31807,237.91
30634,235.92
30520,235.92
30553,235.92
30624,235.92
30662,235.92
30643,235.92
30516,235.92
30635,235.92
30170,166.13
30230,166.13
30217,166.13
30219,166.13
30240,166.13
30263,166.13
30108,166.13
30233,195.66
30294,195.66
30223,195.66
30236,195.66
30234,195.66
30248,195.66
30252,195.66
30253,195.66
30228,195.66
30273,195.66
30281,195.66
31093,221.63
31028,221.63
31098,221.63
31025,221.63
31099,221.63
31036,221.63
31005,221.63
31013,221.63
31030,221.63
31069,221.63
31047,221.63
31088,221.63
31008,221.63
31095,221.63
31091,221.63
31622,196.64
31733,196.64
31749,196.64
31750,196.64
31760,196.64
31769,196.64
31774,196.64
31783,196.64
31790,196.64
31798,196.64
30530,184.97
30558,184.97
30622,184.97
30543,184.97
30549,184.97
30548,184.97
30565,184.97
30529,184.97
30567,184.97
30607,184.97
30575,184.97
30517,184.97
30599,184.97
30601,184.97
30646,184.97
30680,184.97
30666,184.97
31038,195.66
31024,195.66
30014,195.66
30056,195.66
30055,195.66
31085,195.66
31064,195.66
31510,235.65
31513,235.65
31532,235.65
31567,235.65
31539,235.65
31519,235.65
30477,184.97
30818,184.97
30816,184.97
30413,184.97
30810,184.97
30823,184.97
30803,184.97
30833,184.97
30434,184.97
30830,184.97
30442,184.97
30441,184.97
30425,184.97
30455,184.97
30822,184.97
30456,184.97
30413,235.65
31035,235.65
31027,235.65
31002,235.65
31049,235.65
31089,235.65
31096,235.65
31038,221.63
31211,221.63
31217,221.63
31032,221.63
31046,221.63
31031,221.63
31033,221.63
30285,195.66
31097,195.66
30295,195.66
31016,195.66
30233,195.66
30204,195.66
30224,195.66
30256,195.66
30257,195.66
31605,196.64
31635,196.64
31639,196.64
31641,196.64
31645,196.64
31649,196.64
30428,235.65
31065,235.65
31009,235.65
31042,235.65
31040,235.65
31075,235.65
30454,235.65
31011,235.65
31027,235.65
31012,235.65
31037,235.65
31002,235.65
31645,235.65
31022,235.65
31019,235.65
31021,235.65
30457,235.65
31096,235.65
30411,235.65
39842,166.13
31701,166.13
31707,166.13
31721,166.13
31743,166.13
31764,166.13
31763,166.13
31787,166.13
31333,231.59
31310,231.59
31309,231.59
31320,231.59
31301,231.59
31315,231.59
31314,231.59
31313,231.59
31323,231.59
30817,184.97
30668,184.97
30427,231.59
31301,231.59
31313,231.59
31316,231.59
31601,196.64
31604,196.64
31603,196.64
31602,196.64
31606,196.64
31605,196.64
31635,196.64
31632,196.64
31636,196.64
31699,196.64
31641,196.64
31645,196.64
31698,196.64
30533,235.92
30534,235.92
30564,235.92
30528,235.92
30597,235.92
30821,184.97
30823,184.97
30824,184.97
30802,184.97
30808,184.97
30806,184.97
30814,184.97
30817,184.97
31331,165.50
31319,165.50
31305,165.50
31304,165.50
31323,165.50
31327,165.50
31068,237.91
31711,237.91
31041,237.91
31030,237.91
31063,237.91
31806,237.91
31069,237.91
31057,237.91
31081,237.91
31076,237.91
30530,184.97
30565,184.97
30628,184.97
30629,184.97
30627,184.97
30624,184.97
30633,184.97
30662,184.97
30601,184.97
30647,184.97
30646,184.97
30683,184.97
31825,237.91
31824,237.91
31058,237.91
31803,237.91
31801,237.91
30276,237.91
30293,237.91
30230,237.91
30222,237.91
30218,237.91
30220,237.91
31816,237.91
31822,237.91
31830,237.91
30251,237.91
39823,196.64
39837,196.64
39859,196.64
39841,196.64
39845,196.64
31779,166.13
31705,166.13
31716,166.13
31765,166.13
31730,166.13
31739,166.13
31784,166.13
31097,221.63
31046,221.63
30233,221.63
30204,221.63
31066,221.63
31210,221.63
31004,221.63
31220,221.63
31029,221.63
31016,221.63
31086,221.63
30412,235.65
30445,235.65
30474,235.65
30473,235.65
30457,235.65
30470,235.65
30410,235.65
30025,184.97
30621,184.97
30645,184.97
30623,184.97
30625,184.97
30663,184.97
30056,184.97
30055,184.97
30650,184.97
30641,184.97
30751,214.34
30540,214.34
30708,214.34
30705,214.34
30711,214.34
30735,214.34
30724,214.34
31808,237.91
31820,237.91
31901,237.91
31904,237.91
31829,237.91
31902,237.91
31905,237.91
31903,237.91
31801,237.91
31804,237.91
31906,237.91
31995,237.91
31908,237.91
31993,237.91
31907,237.91
31909,237.91
31917,237.91
31914,237.91
31997,237.91
31999,237.91
31998,237.91
30094,195.66
30025,195.66
30233,195.66
30014,195.66
30052,195.66
30013,195.66
30015,195.66
30054,195.66
30055,195.66
30016,195.66
30056,195.66
30070,195.66
30619,184.97
30606,184.97
30621,184.97
30622,184.97
30677,184.97
30605,184.97
30645,184.97
30638,184.97
30680,184.97
30666,184.97
30683,184.97
30629,184.97
30669,184.97
30627,184.97
30671,184.97
30628,184.97
30630,184.97
30667,184.97
30648,184.97
30619,184.97
30660,184.97
30127,195.66
30157,195.66
30101,195.66
30132,195.66
30180,195.66
30134,195.66
30179,195.66
30141,195.66
30178,195.66
30153,195.66
30120,195.66
31030,221.63
31008,221.63
31069,221.63
30139,248.03
30143,248.03
30534,248.03
30148,248.03
30177,248.03
30175,248.03
30734,248.03
30107,248.03
31551,165.50
31510,165.50
31518,165.50
31516,165.50
31556,165.50
31557,165.50
31503,165.50
30295,195.66
30285,195.66
30292,195.66
30206,195.66
30224,195.66
30256,195.66
30258,195.66
30257,195.66
30124,248.03
30173,248.03
30125,248.03
30147,248.03
30178,248.03
30138,248.03
30153,248.03
30113,248.03
30104,248.03
31014,221.63
31036,221.63
31091,221.63
31023,221.63
31071,221.63
31026,221.63
31061,221.63
31038,221.63
30625,221.63
31024,221.63
30650,221.63
39854,237.91
39867,237.91
30525,235.92
30523,235.92
30537,235.92
30552,235.92
30562,235.92
30576,235.92
30568,235.92
30573,235.92
30581,235.92
39867,166.13
39851,166.13
39886,166.13
39836,166.13
39840,166.13
31832,166.13
39866,166.13
30815,184.97
30919,184.97
30818,184.97
30912,184.97
30906,184.97
30916,184.97
30905,184.97
30904,184.97
30907,184.97
30909,184.97
30999,184.97
30805,184.97
30903,184.97
30914,184.97
30813,184.97
30812,184.97
30901,184.97
30094,195.66
30294,195.66
30052,195.66
30012,195.66
30252,195.66
30016,195.66
30058,195.66
30013,195.66
30281,195.66
30039,195.66
31068,166.13
31711,166.13
31719,166.13
31803,166.13
31806,166.13
31058,166.13
31081,166.13
30426,231.59
30424,231.59
30455,231.59
30449,231.59
30446,231.59
30442,231.59
30467,231.59
39861,196.64
39825,196.64
39859,196.64
39845,196.64
30292,195.66
30266,195.66
30223,195.66
30205,195.66
30212,195.66
30224,195.66
30228,195.66
30284,195.66
30248,195.66
30538,235.92
30557,235.92
30563,235.92
30598,235.92
30577,235.92
30511,235.92
31825,237.91
39867,237.91
31815,237.91
31814,237.91
31821,237.91
31805,237.91
31709,166.13
31711,166.13
31719,166.13
31735,166.13
31743,166.13
31764,166.13
31787,166.13
31780,166.13
30286,237.91
31816,237.91
31810,237.91
31812,237.91
31831,237.91
31836,237.91
31826,237.91
31827,237.91
31801,237.91
30673,184.97
30664,184.97
30631,184.97
30669,184.97
31831,184.97
30660,184.97
30678,184.97
30499,231.59
30417,231.59
30421,231.59
30453,231.59
30427,231.59
30420,231.59
30436,231.59
30438,231.59
31058,237.91
31041,237.91
31076,237.91
31006,237.91
31039,237.91
31812,237.91
31081,237.91
31549,235.65
31060,235.65
31077,235.65
31083,235.65
31037,235.65
31055,235.65
31544,235.65
39885,166.13
39842,166.13
39877,166.13
39826,166.13
39886,166.13
31721,166.13
31763,166.13
31778,196.64
31626,196.64
31765,196.64
31738,196.64
31757,196.64
31758,196.64
31773,196.64
31779,196.64
31792,196.64
31799,196.64
31637,196.64
31727,196.64
31714,196.64
31733,196.64
31749,196.64
31775,196.64
31790,196.64
31793,196.64
31794,196.64
31795,196.64
30475,235.65
30473,235.65
30474,235.65
30436,235.65
30546,235.92
30582,235.92
30525,235.92
30474,235.65
31002,235.65
30445,235.65
30457,235.65
30470,235.65
30230,237.91
30222,237.91
30217,237.91
31822,237.91
31833,237.91
30240,237.91
30241,237.91
30261,237.91
31714,196.64
31712,196.64
31733,196.64
31789,196.64
31783,196.64
31790,196.64
31044,221.63
31211,221.63
31217,221.63
31014,221.63
31017,221.63
31031,221.63
31020,221.63
30560,235.92
30572,235.92
30512,235.92
30582,235.92
30514,235.92
30285,237.91
30286,237.91
31097,237.91
30204,237.91
30256,237.91
31016,237.91
30258,237.91
30728,209.35
30739,209.35
30707,209.35
30736,209.35
30738,209.35
30750,209.35
30747,209.35
30740,209.35
30753,209.35
30725,209.35
30731,209.35
30741,209.35
30746,209.35
30012,195.66
30052,195.66
30014,195.66
30620,195.66
30025,195.66
30663,195.66
30016,195.66
30054,195.66
30641,195.66
30018,195.66
30655,195.66
30650,195.66
30656,195.66
30019,195.66
31501,165.50
31550,165.50
31552,165.50
31624,165.50
31503,165.50
31554,165.50
31564,165.50
31502,165.50
30810,184.97
30819,184.97
30820,184.97
30821,184.97
31045,184.97
30823,184.97
30828,184.97
30808,184.97
30824,184.97
30807,184.97
31096,195.84
30820,195.84
31035,195.84
31082,195.84
31067,195.84
30413,195.84
31087,195.84
31018,195.84
31089,195.84
31094,195.84
31599,165.50
31598,165.50
31560,165.50
31546,165.50
31555,165.50
31518,165.50
31543,165.50
31545,165.50
39877,237.91
31824,237.91
31832,237.91
31803,237.91
31825,237.91
31780,237.91
31549,235.65
31037,235.65
30428,235.65
30411,235.65
30533,235.92
30545,235.92
30564,235.92
30528,235.92
30571,235.92
30527,235.92
30710,214.34
30722,214.34
30721,214.34
30736,214.34
30720,214.34
30719,214.34
30735,214.34
30740,214.34
30755,214.34
30756,214.34
31072,221.63
31084,221.63
31015,221.63
31001,221.63
31750,221.63
31071,221.63
31079,221.63
30668,184.97
30660,184.97
30631,184.97
30817,184.97
30673,184.97
31042,195.84
31065,195.84
31044,195.84
31061,195.84
31003,195.84
31031,195.84
31017,195.84
31054,195.84
31090,195.84
31021,195.84
31705,166.13
31714,166.13
31712,166.13
31768,166.13
31772,166.13
31775,166.13
31789,166.13
31781,166.13
31791,166.13
31795,166.13
31796,166.13
96780,166.13
96726,166.13
96740,166.13
96745,166.13
96785,166.13
96739,166.13
96720,166.13
96771,166.13
96738,166.13
96718,166.13
96727,166.13
96728,166.13
96750,166.13
96783,166.13
96760,166.13
96749,166.13
96725,166.13
96774,166.13
96773,166.13
96719,166.13
96777,166.13
96721,166.13
96778,166.13
96710,166.13
96776,166.13
96772,166.13
96755,166.13
96737,166.13
96743,166.13
96781,166.13
96704,166.13
96764,166.13
96816,166.13
96803,166.13
96734,166.13
96795,166.13
96807,166.13
96821,166.13
96759,166.13
96810,166.13
96815,166.13
96782,166.13
96707,166.13
96837,166.13
96818,166.13
96828,166.13
96791,166.13
96898,166.13
96789,166.13
96809,166.13
96841,166.13
96806,166.13
96853,166.13
96701,166.13
96846,166.13
96850,166.13
96813,166.13
96822,166.13
96819,166.13
96860,166.13
96826,166.13
96744,166.13
96762,166.13
96825,166.13
96805,166.13
96730,166.13
96801,166.13
96817,166.13
96847,166.13
96823,166.13
96812,166.13
96804,166.13
96843,166.13
96854,166.13
96840,166.13
96717,166.13
96709,166.13
96811,166.13
96712,166.13
96824,166.13
96814,166.13
96861,166.13
96731,166.13
96808,166.13
96836,166.13
96786,166.13
96848,166.13
96802,166.13
96849,166.13
96792,166.13
96706,166.13
96858,166.13
96839,166.13
96857,166.13
96830,166.13
96844,166.13
96859,166.13
96797,166.13
96863,166.13
96820,166.13
96838,166.13
96722,166.13
96769,166.13
96751,166.13
96715,166.13
96766,166.13
96741,166.13
96754,166.13
96756,166.13
96752,166.13
96714,166.13
96796,166.13
96746,166.13
96716,166.13
96703,166.13
96747,166.13
96765,166.13
96705,166.13
96748,166.13
96788,166.13
96768,166.13
96753,166.13
96742,166.13
96757,166.13
96733,166.13
96790,166.13
96779,166.13
96732,166.13
96784,166.13
96767,166.13
96708,166.13
96770,166.13
96713,166.13
96761,166.13
96763,166.13
96729,166.13
96793,166.13
62338,235.92
62320,235.92
62376,235.92
62360,235.92
62380,235.92
62379,235.92
62311,235.92
62306,235.92
62305,235.92
62365,235.92
62301,235.92
62359,235.92
62312,235.92
62373,235.92
62324,235.92
62314,235.92
62325,235.92
62375,235.92
62316,235.92
62339,235.92
62343,235.92
62346,235.92
62349,235.92
62348,235.92
62351,235.92
62347,235.92
62836,235.92
62969,248.03
62993,248.03
62990,248.03
62988,248.03
62914,248.03
62992,248.03
62962,248.03
62952,248.03
62957,248.03
62284,235.65
62253,235.65
62074,235.65
62275,235.65
62262,235.65
62019,235.65
62249,235.65
62273,235.65
62086,235.65
62017,235.65
62246,235.65
62231,235.65
61008,184.97
61011,184.97
61012,184.97
60135,184.97
60146,184.97
60145,184.97
61107,184.97
61065,184.97
60152,184.97
61016,184.97
61108,184.97
60033,184.97
61073,184.97
61111,184.97
61114,184.97
61080,184.97
61038,184.97
62323,235.92
62324,235.92
62378,235.92
62353,235.92
62375,235.92
62314,235.92
62681,235.92
61560,165.50
61421,165.50
61342,165.50
61344,165.50
61243,165.50
61345,165.50
61346,165.50
61349,165.50
61354,165.50
61356,165.50
61537,165.50
61322,165.50
61323,165.50
61312,165.50
61359,165.50
61361,165.50
61362,165.50
61368,165.50
61379,165.50
61374,165.50
61376,165.50
61315,165.50
61329,165.50
61283,165.50
61314,165.50
61328,165.50
61330,165.50
61338,165.50
61337,165.50
61317,165.50
61320,165.50
62013,235.65
62053,235.65
62047,235.65
62065,235.65
62355,235.65
62070,235.65
62036,235.65
62361,235.65
62045,235.65
62006,235.65
61046,184.97
61270,184.97
61252,184.97
61078,184.97
61014,184.97
61062,184.97
61051,184.97
61074,184.97
61028,184.97
61285,184.97
61064,184.97
61053,184.97
62618,235.92
62691,235.92
62612,235.92
61349,235.92
62622,235.92
62627,235.92
62665,235.92
62611,235.92
62673,235.92
61815,214.34
61821,214.34
61884,214.34
61873,214.34
61816,214.34
61852,214.34
61956,214.34
61862,214.34
61843,214.34
60957,214.34
61859,214.34
61851,214.34
61853,214.34
61864,214.34
61820,214.34
60960,214.34
60936,214.34
61875,214.34
61863,214.34
61845,214.34
61874,214.34
61803,214.34
61866,214.34
61849,214.34
61824,214.34
61822,214.34
60949,214.34
61825,214.34
61877,214.34
61847,214.34
61826,214.34
61872,214.34
61878,214.34
61801,214.34
61802,214.34
61856,214.34
61871,214.34
61880,214.34
61840,214.34
62510,235.92
62550,235.92
62513,235.92
62075,235.92
62568,235.92
62547,235.92
62083,235.92
62563,235.92
62553,235.92
62567,235.92
62556,235.92
62555,235.92
62570,235.92
62558,235.92
62557,235.92
62546,235.92
62538,235.92
62517,235.92
62540,235.92
62531,235.92
62545,235.92
62441,214.34
62477,214.34
61912,214.34
62474,214.34
61933,214.34
62478,214.34
62423,214.34
62413,214.34
62442,214.34
62449,214.34
61944,214.34
62481,214.34
62420,214.34
62854,248.03
62879,248.03
62868,248.03
62448,248.03
62824,248.03
62899,248.03
62424,248.03
62443,248.03
62838,248.03
62839,248.03
62426,248.03
62434,248.03
62858,248.03
62245,235.65
62265,235.65
62218,235.65
62215,235.65
62258,235.65
62801,235.65
62266,235.65
62252,235.65
62250,235.65
62249,235.65
62271,235.65
62216,235.65
62253,235.65
62275,235.65
62219,235.65
62246,235.65
62293,235.65
62230,235.65
62231,235.65
62882,235.65
62474,214.34
61931,214.34
61943,214.34
61951,214.34
61928,214.34
62447,214.34
61910,214.34
61933,214.34
61930,214.34
61920,214.34
61912,214.34
62420,214.34
61911,214.34
62440,214.34
61938,214.34
62469,214.34
60695,166.13
60647,166.13
60645,166.13
60445,166.13
60422,166.13
60118,166.13
60534,166.13
60482,166.13
60067,166.13
60686,166.13
60464,166.13
60126,166.13
60469,166.13
60619,166.13
60607,166.13
60614,166.13
60475,166.13
60192,166.13
60664,166.13
60062,166.13
60605,166.13
60017,166.13
60426,166.13
60131,166.13
60053,166.13
60415,166.13
60641,166.13
60130,166.13
60675,166.13
60029,166.13
60133,166.13
60523,166.13
60153,166.13
60685,166.13
60712,166.13
60827,166.13
60632,166.13
60688,166.13
60613,166.13
60652,166.13
60629,166.13
60689,166.13
60631,166.13
60687,166.13
60438,166.13
60691,166.13
60611,166.13
60141,166.13
60439,166.13
60694,166.13
60690,166.13
60016,166.13
60065,166.13
60628,166.13
60604,166.13
60454,166.13
60476,166.13
60693,166.13
60462,166.13
60480,166.13
60443,166.13
60463,166.13
60082,166.13
60630,166.13
60477,166.13
60461,166.13
60478,166.13
60646,166.13
60612,166.13
60169,166.13
60618,166.13
60606,166.13
60425,166.13
60615,166.13
60466,166.13
60159,166.13
60499,166.13
60651,166.13
60558,166.13
60668,166.13
60649,166.13
60155,166.13
60154,166.13
60707,166.13
60068,166.13
60633,166.13
60465,166.13
60453,166.13
60168,166.13
60527,166.13
60160,166.13
60640,166.13
60666,166.13
60165,166.13
60074,166.13
60164,166.13
60634,166.13
60163,166.13
60162,166.13
60161,166.13
60055,166.13
60452,166.13
60172,166.13
60636,166.13
60409,166.13
60171,166.13
60173,166.13
60706,166.13
60699,166.13
60674,166.13
60501,166.13
60696,166.13
60673,166.13
60019,166.13
60670,166.13
60176,166.13
60697,166.13
60639,166.13
60617,166.13
60526,166.13
60419,166.13
60669,166.13
60070,166.13
60179,166.13
60449,166.13
60038,166.13
60056,166.13
60701,166.13
60616,166.13
60637,166.13
60546,166.13
60018,166.13
60638,166.13
60089,166.13
60525,166.13
60621,166.13
60684,166.13
60004,166.13
60653,166.13
60654,166.13
60678,166.13
60076,166.13
60193,166.13
60091,166.13
60104,166.13
60644,166.13
60657,166.13
60624,166.13
60103,166.13
60677,166.13
60194,166.13
60090,166.13
60196,166.13
60202,166.13
60661,166.13
60620,166.13
60195,166.13
60804,166.13
60423,166.13
60208,166.13
60473,166.13
60015,166.13
60078,166.13
60201,166.13
60204,166.13
60026,166.13
60022,166.13
60010,166.13
60610,166.13
60209,166.13
60609,166.13
60203,166.13
60805,166.13
60458,166.13
60043,166.13
60120,166.13
60301,166.13
60304,166.13
60622,166.13
60655,166.13
60303,166.13
60513,166.13
60803,166.13
60608,166.13
60428,166.13
60656,166.13
60412,166.13
60006,166.13
60007,166.13
60290,166.13
60005,166.13
60467,166.13
60623,166.13
60430,166.13
60008,166.13
60456,166.13
60603,166.13
60429,166.13
60009,166.13
60302,166.13
60455,166.13
60457,166.13
60714,166.13
60471,166.13
60305,166.13
60095,166.13
60682,166.13
60660,166.13
60625,166.13
60459,166.13
60025,166.13
60411,166.13
60601,166.13
60642,166.13
60406,166.13
60659,166.13
60487,166.13
60094,166.13
60681,166.13
60484,166.13
60093,166.13
60107,166.13
60680,166.13
60626,166.13
60077,166.13
60643,166.13
60521,166.13
60402,166.13
60472,166.13
60602,166.13
62454,248.03
62413,248.03
62433,248.03
62466,248.03
62442,248.03
62478,248.03
62449,248.03
62427,248.03
62421,248.03
62464,248.03
62451,248.03
62401,214.34
61920,214.34
62440,214.34
62445,214.34
62462,214.34
62432,214.34
62481,214.34
62428,214.34
62420,214.34
62447,214.34
62467,214.34
62436,214.34
62435,214.34
62469,214.34
62468,214.34
61938,214.34
60556,184.97
60129,184.97
61068,184.97
60112,184.97
60553,184.97
60135,184.97
60111,184.97
60140,184.97
60145,184.97
60152,184.97
60146,184.97
60150,184.97
60151,184.97
60531,184.97
60115,184.97
60511,184.97
60548,184.97
60178,184.97
60518,184.97
60559,184.97
61052,184.97
60530,184.97
60550,184.97
60552,184.97
60520,184.97
61842,237.91
61735,237.91
62512,237.91
61745,237.91
61727,237.91
61777,237.91
61750,237.91
61749,237.91
61752,237.91
61778,237.91
61882,237.91
61839,237.91
61919,214.34
61910,214.34
61956,214.34
61951,214.34
61810,214.34
61930,214.34
61816,214.34
61851,214.34
61917,214.34
61852,214.34
61942,214.34
61953,214.34
61941,214.34
61943,214.34
61872,214.34
61911,214.34
61913,214.34
60122,195.66
60128,195.66
60126,195.66
60563,195.66
60519,195.66
60517,195.66
60505,195.66
60137,195.66
60503,195.66
60132,195.66
60138,195.66
60133,195.66
60522,195.66
60566,195.66
60555,195.66
60139,195.66
60599,195.66
60567,195.66
60439,195.66
60143,195.66
60440,195.66
60516,195.66
60515,195.66
60514,195.66
60572,195.66
60506,195.66
60148,195.66
60523,195.66
60191,195.66
60117,195.66
60510,195.66
60157,195.66
60527,195.66
60540,195.66
60101,195.66
60464,195.66
60561,195.66
60598,195.66
60502,195.66
60116,195.66
60174,195.66
60172,195.66
60181,195.66
60184,195.66
60185,195.66
60559,195.66
60189,195.66
60190,195.66
